Site,sex,Total ,A-,Aa,aa,C-,Cc,cc,B-,bb,latitude,longitude,decimalLatitude,decimalLongitude,collector,dataset
203,mf,20,20,NA,0,0,NA,20,NA,NA,0.30N,9.25E,0.500,9.417,nhmuk,NHMUK
203,mf,8,8,NA,0,0,NA,8,NA,NA,0.30N,9.25E,0.500,9.417,nhmukr,NHMUK
204,mf,3,3,NA,0,0,NA,3,NA,NA,24.45S,25.55E,-24.750,25.917,nhmuk,NHMUK
205,mf,12,0,NA,12,0,NA,12,NA,NA,5.19N,4.01W,5.317,-4.017,nhmuk,NHMUK
206,mf,9,0,NA,9,0,NA,9,NA,NA,6.20N,10.46W,6.333,-10.767,nhmuk,NHMUK
207,mf,8,0,NA,8,0,NA,8,NA,NA,13.28N,16.39W,13.467,-16.650,nhmuk,NHMUK
208,mf,17,0,NA,17,0,NA,17,NA,NA,6.10N,1.21E,6.167,1.350,nhmuk,NHMUK
209,mf,10,0,NA,10,0,NA,10,NA,NA,12.10N,14.59E,12.167,14.983,nhmuk,NHMUK
210,mf,31,0,NA,31,0,NA,31,NA,NA,14.38N,17.27W,14.633,-17.450,nhmuk,NHMUK
211,mf,1,0,NA,1,0,NA,1,NA,NA,1.51N,9.49E,1.850,9.817,nhmuk,NHMUK
211,mf,8,8,NA,0,0,NA,8,NA,NA,1.51N,9.49E,1.850,9.817,nhmukr,NHMUK
212,mf,6,0,NA,6,0,NA,6,NA,NA,11.52N,15.39W,11.867,-15.650,nhmuk,NHMUK
213,mf,14,0,NA,14,0,NA,14,NA,NA,3.45N,8.48E,3.750,8.800,nhmuk,NHMUK
213,mf,17,0,NA,17,0,NA,17,NA,NA,3.45N,8.48E,3.750,8.800,nhmukr,NHMUK
214,mf,15,0,NA,15,0,NA,15,NA,NA,16.45N,25.00W,16.750,-25.000,nhmuk,NHMUK
215,mf,10,10,NA,0,0,NA,10,NA,NA,20.15S,57.30E,-20.250,57.500,nhmuk,NHMUK
215,mf,12,12,NA,0,0,NA,12,NA,NA,20.15S,57.30E,-20.250,57.500,nhmukr,NHMUK
216,mf,3,3,NA,0,0,NA,3,NA,NA,19.43S,63.26E,-19.717,63.433,nhmuk,NHMUK
217,mf,2,2,NA,0,0,NA,2,NA,NA,13.10S,48.10E,-13.167,48.167,nhmuk,NHMUK
218,mf,16,16,NA,0,2,NA,14,NA,NA,4.30S,55.30E,-4.500,55.500,nhmuk,NHMUK
218,mf,25,23,2,0,0,NA,25,NA,NA,4.30S,55.30E,-4.500,55.500,nhmukr,NHMUK
219,mf,31,30,NA,1,0,NA,31,NA,NA,11.40S,43.16E,-11.667,43.267,nhmuk,NHMUK
220,mf,26,26,NA,0,0,NA,26,NA,NA,20.00S,46.00E,-20.000,46.000,nhmuk,NHMUK
220,mf,56,52,NA,4,2,NA,54,NA,NA,20.00S,46.00E,-20.000,46.000,nhmukr,NHMUK
221,mf,14,13,NA,1,5,NA,9,NA,NA,11.50N,54.00E,11.833,54.000,nhmuk,NHMUK
222,mf,62,41,17,4,36,NA,26,NA,NA,21.30N,39.10E,21.500,39.167,nhmuk,NHMUK
223,mf,4,4,NA,0,0,NA,4,NA,NA,32.13N,35.16E,32.217,35.267,nhmuk,NHMUK
224,mf,13,10,NA,3,0,NA,13,NA,NA,33.20N,44.26E,33.333,44.433,nhmuk,NHMUK
225,mf,7,6,NA,1,0,NA,7,NA,NA,28.59N,50.50E,28.983,50.833,nhmuk,NHMUK
226,mf,1,1,NA,0,0,NA,1,NA,NA,35.18N,62.22E,35.300,62.367,nhmuk,NHMUK
227,mf,10,10,NA,0,0,NA,10,NA,NA,43.17N,68.16E,43.283,68.267,nhmuk,NHMUK
228,mf,10,9,NA,1,0,NA,10,NA,NA,34.31N,69.12E,34.517,69.200,nhmuk,NHMUK
229,mf,4,4,NA,0,0,NA,4,NA,NA,24.51N,67.02E,24.850,67.033,nhmuk,NHMUK
230,mf,2,0,NA,2,0,NA,2,NA,NA,35.52N,71.58E,35.867,71.967,nhmuk,NHMUK
231,mf,5,5,NA,0,0,NA,5,NA,NA,27.42N,85.19E,27.700,85.317,nhmuk,NHMUK
232,mf,86,79,5,2,5,NA,81,NA,NA,28.40N,77.14E,28.667,77.233,nhmuk,NHMUK
233,mf,73,69,3,1,5,NA,68,NA,NA,13.05N,80.18E,13.083,80.300,nhmuk,NHMUK
234,mf,4,4,NA,0,0,NA,4,NA,NA,5.00N,74.00E,5.000,74.000,nhmuk,NHMUK
235,mf,12,12,NA,0,0,NA,12,NA,NA,6.55N,79.52E,6.917,79.867,nhmuk,NHMUK
236,mf,7,7,NA,0,0,NA,7,NA,NA,28.40N,77.14E,28.667,77.233,nhmuk,NHMUK
237,mf,24,22,NA,2,0,NA,24,NA,NA,26.20N,92.41E,26.333,92.683,nhmuk,NHMUK
238,mf,7,7,NA,0,0,NA,7,NA,NA,23.42N,90.22E,23.700,90.367,nhmuk,NHMUK
239,mf,5,5,NA,0,0,NA,5,NA,NA,12.00N,92.00E,12.000,92.000,nhmuk,NHMUK
240,mf,36,36,NA,0,0,NA,36,NA,NA,16.47N,96.10E,16.783,96.167,nhmuk,NHMUK
241,mf,30,30,NA,0,0,NA,30,NA,NA,23.13N,111.26E,23.217,111.433,nhmuk,NHMUK
242,mf,23,23,NA,0,0,NA,23,NA,NA,22.20N,114.15E,22.333,114.250,nhmuk,NHMUK
243,mf,8,8,NA,0,0,NA,8,NA,NA,32.45N,129.52E,32.750,129.867,nhmuk,NHMUK
244,mf,12,12,NA,0,0,NA,12,NA,NA,25.05N,121.32E,25.083,121.533,nhmuk,NHMUK
245,mf,6,6,NA,0,0,NA,6,NA,NA,24.21N,124.10E,24.350,124.167,nhmuk,NHMUK
246,mf,53,32,9,12,0,0,53,NA,NA,3.35N,98.39E,3.583,98.650,nhmuk,NHMUK
247,mf,12,9,NA,3,0,NA,12,NA,NA,3.08N,101.42E,3.133,101.700,nhmuk,NHMUK
247,mf,13,9,NA,4,0,NA,13,NA,NA,3.08N,101.42E,3.133,101.700,nhmukr,NHMUK
248,mf,10,10,NA,0,0,NA,10,NA,NA,13.44N,100.30E,13.733,100.500,nhmuk,NHMUK
248,mf,40,28,NA,12,0,NA,40,NA,NA,13.44N,100.30E,13.733,100.500,nhmukr,NHMUK
249,mf,4,4,NA,0,0,NA,4,NA,NA,11.35N,104.55E,11.583,104.917,nhmuk,NHMUK
250,mf,17,17,NA,0,0,NA,17,NA,NA,21.01N,105.52E,21.017,105.867,nhmuk,NHMUK
251,mf,8,8,NA,0,0,NA,8,NA,NA,0,114.00E,0.000,114.000,nhmuk,NHMUK
252,mf,20,15,NA,5,0,NA,20,NA,NA,3.00S,97.30E,-3.000,97.500,nhmuk,NHMUK
253,mf,38,38,NA,0,0,NA,38,NA,NA,6.08S,106.45E,-6.133,106.750,nhmuk,NHMUK
254,mf,45,45,NA,0,0,NA,45,NA,NA,14.37N,120.58E,14.617,120.967,nhmuk,NHMUK
255,mf,4,4,NA,0,0,NA,4,NA,NA,9.46N,118.45E,9.767,118.750,nhmuk,NHMUK
256,mf,1,1,NA,0,0,NA,1,NA,NA,10.45N,125.58E,10.750,125.967,nhmuk,NHMUK
257,mf,29,29,NA,0,0,NA,29,NA,NA,2.00S,120.00E,-2.000,120.000,nhmuk,NHMUK
258,mf,6,6,NA,0,0,NA,6,NA,NA,6.00S,120.30E,-6.000,120.500,nhmuk,NHMUK
259,mf,16,16,NA,0,0,NA,16,NA,NA,5.40S,112.30E,-5.667,112.500,nhmuk,NHMUK
260,mf,1,1,NA,0,0,NA,1,NA,NA,3.00S,108.00E,-3.000,108.000,nhmuk,NHMUK
261,mf,19,19,NA,0,0,NA,19,NA,NA,8.29S,116.40E,-8.483,116.667,nhmuk,NHMUK
262,mf,11,11,NA,0,0,NA,11,NA,NA,8.30S,115.00E,-8.500,115.000,nhmuk,NHMUK
263,mf,6,6,NA,0,0,NA,6,NA,NA,6.50S,115.20E,-6.833,115.333,nhmuk,NHMUK
264,mf,5,5,NA,0,0,NA,5,NA,NA,6.50S,115.20E,-6.833,115.333,nhmuk,NHMUK
265,mf,12,12,NA,0,0,NA,12,NA,NA,8.30S,117.25E,-8.500,117.417,nhmuk,NHMUK
266,mf,15,15,NA,0,0,NA,15,NA,NA,10.00S,120.00E,-10.000,120.000,nhmuk,NHMUK
267,mf,8,8,NA,0,0,NA,8,NA,NA,7.20S,120.57E,-7.333,120.950,nhmuk,NHMUK
268,mf,11,11,NA,0,0,NA,11,NA,NA,10.00S,124.00E,-10.000,124.000,nhmuk,NHMUK
269,mf,10,10,NA,0,0,NA,10,NA,NA,10.30S,121.50E,-10.500,121.833,nhmuk,NHMUK
270,mf,5,5,NA,0,0,NA,5,NA,NA,7.55S,126.10E,-7.917,126.167,nhmuk,NHMUK
271,mf,2,2,NA,0,0,NA,2,NA,NA,7.34S,127.27E,-7.567,127.450,nhmuk,NHMUK
272,mf,3,3,NA,0,0,NA,3,NA,NA,8.10S,127.40E,-8.167,127.667,nhmuk,NHMUK
273,mf,7,7,NA,0,0,NA,7,NA,NA,8.05S,127.12E,-8.083,127.200,nhmuk,NHMUK
274,mf,11,11,NA,0,0,NA,11,NA,NA,1.00N,104.00E,1.000,104.000,nhmuk,NHMUK
275,mf,4,4,NA,0,0,NA,4,NA,NA,8.10S,126.00E,-8.167,126.000,nhmuk,NHMUK
276,mf,10,10,NA,0,0,NA,10,NA,NA,8.00S,131.10E,-8.000,131.167,nhmuk,NHMUK
277,mf,4,4,NA,0,0,NA,4,NA,NA,6.00S,134.50E,-6.000,134.833,nhmuk,NHMUK
278,mf,1,1,NA,0,0,NA,1,NA,NA,2.00S,125.00E,-2.000,125.000,nhmuk,NHMUK
279,mf,20,20,NA,0,0,NA,20,NA,NA,1.30S,127.30E,-1.500,127.500,nhmuk,NHMUK
280,mf,1,1,NA,0,0,NA,1,NA,NA,0,128.00E,0.000,128.000,nhmuk,NHMUK
281,mf,9,9,NA,0,0,NA,9,NA,NA,0.48N,127.33E,0.800,127.550,nhmuk,NHMUK
282,mf,15,15,NA,0,0,NA,15,NA,NA,3.30S,126.50E,-3.500,126.833,nhmuk,NHMUK
283,mf,15,15,NA,0,0,NA,15,NA,NA,3.41S,128.10E,-3.683,128.167,nhmuk,NHMUK
284,mf,12,12,NA,0,0,NA,12,NA,NA,3.00S,129.00E,-3.000,129.000,nhmuk,NHMUK
291,mf,10,10,NA,0,0,NA,10,NA,NA,9.30S,147.07E,-9.500,147.117,nhmuk,NHMUK
292,mf,8,8,NA,0,7,NA,1,NA,NA,5.00S,39.30E,-5.000,39.500,nhmukr,NHMUK
293,mf,3,3,NA,0,3,NA,0,NA,NA,6.00S,39.15E,-6.000,39.250,nhmukr,NHMUK
294,mf,3,3,NA,0,0,NA,3,NA,NA,12.40N,7.59W,12.667,-7.983,nhmukr,NHMUK
